booking_id,booking_datetime,pickup_location,drop_location,distance_km,estimated_fare,booking_hour,booking_day,booking_day_of_week,passenger_count,vehicle_type,payment_method,driver_rating,customer_rating,driver_experience_years,driver_acceptance_rate,customer_previous_cancellations,customer_total_bookings,driver_previous_cancellations,surge_multiplier,estimated_pickup_time_minutes,weather,traffic_condition,booking_source,is_weekend,cancellation
CAB_10157,2024-08-12 03:52:00,Residential,Business District,12.12,225.78,3,12,0,3,Economy,UPI,4.42,4.6,7.14,52.94,1,38,0,1.0,34.38,Clear,Low,App,0,0
CAB_10158,2024-08-20 01:11:00,Residential,University,7.52,128.62,1,20,1,2,Economy,Cash,4.8,4.14,8.88,84.95,2,35,1,1.0,35.41,Cloudy,Low,Website,0,0
CAB_10159,2024-06-19 10:09:00,Old Town,Airport,4.63,131.11,10,19,2,2,Economy,Wallet,4.35,4.43,6.98,88.15,0,37,1,1.0,37.4,Clear,Moderate,App,0,0
CAB_10160,2025-01-29 02:25:00,Residential,Downtown,12.05,241.5,2,29,2,4,Economy,Wallet,3.72,4.09,1.81,82.66,0,42,3,1.41,58.7,Storm,Moderate,App,0,1
CAB_10161,2026-02-28 05:55:00,Airport,Harbor,15.82,371.41,5,28,5,4,Economy,Cash,5.0,3.93,10.66,65.8,2,30,2,1.0,47.27,Cloudy,Low,App,1,1
CAB_10162,2025-06-22 05:32:00,Residential,Business District,12.39,287.43,5,22,6,1,Premium,UPI,5.0,4.36,3.36,73.03,3,30,0,1.0,43.6,Clear,Moderate,App,1,0
CAB_10163,2024-01-03 15:17:00,Business District,Business District,5.31,120.0,15,3,2,3,Economy,UPI,4.23,4.28,8.19,99.0,0,30,2,1.0,17.55,Clear,Low,Website,0,0
CAB_10164,2024-06-20 18:56:00,Old Town,University,9.33,187.76,18,20,3,3,Premium,UPI,4.28,5.0,11.72,71.84,1,31,0,1.11,41.26,Cloudy,Low,App,0,0
CAB_10165,2026-10-17 10:26:00,Business District,Business District,6.77,121.64,10,17,5,1,Premium,Wallet,4.89,4.25,6.51,71.15,3,37,2,1.0,26.3,Clear,Moderate,Website,1,0
CAB_10166,2026-10-22 09:15:00,Airport,Downtown,4.59,120.0,9,22,3,1,SUV,UPI,4.86,4.89,4.23,68.47,5,41,3,1.15,21.13,Clear,Low,App,0,1
CAB_10167,2025-06-08 06:16:00,Business District,Business District,1.0,120.0,6,8,6,3,Premium,Cash,5.0,4.7,3.7,83.31,2,45,0,1.25,19.99,Rainy,Low,Partner,1,0
CAB_10168,2024-12-22 06:15:00,Business District,Airport,10.89,275.65,6,22,6,1,Economy,UPI,5.0,3.64,4.34,59.49,1,45,1,1.17,69.99,Cloudy,Heavy,Call Center,1,1
CAB_10169,2025-06-13 13:32:00,Harbor,University,10.42,232.2,13,13,4,1,Auto,Wallet,5.0,4.0,3.35,77.83,0,32,2,1.0,32.36,Cloudy,Low,Partner,0,0
CAB_10170,2024-02-14 06:04:00,Business District,University,11.5,225.66,6,14,2,4,SUV,Card,4.54,3.56,6.02,68.73,2,40,1,1.47,51.96,Storm,Low,Call Center,0,1
CAB_10171,2025-05-25 15:25:00,Harbor,Airport,7.74,161.65,15,25,6,3,Economy,Cash,3.99,5.0,6.04,88.54,0,38,0,1.0,38.49,Cloudy,Low,Website,1,0
CAB_10172,2026-11-28 18:52:00,Residential,University,9.09,163.86,18,28,5,4,Economy,UPI,5.0,4.67,7.33,79.11,2,33,1,2.02,48.31,Rainy,Moderate,App,1,1
CAB_10173,2026-10-15 14:22:00,University,Airport,8.71,158.86,14,15,3,3,SUV,UPI,4.06,3.54,8.31,85.11,0,34,2,1.0,42.77,Cloudy,Low,Partner,0,1
CAB_10174,2025-02-10 00:39:00,University,Airport,6.0,136.4,0,10,0,3,SUV,Card,4.59,4.33,7.28,97.62,1,34,2,1.86,51.42,Rainy,Severe,App,0,1
CAB_10175,2024-05-02 15:48:00,Residential,Downtown,1.0,120.0,15,2,3,3,Economy,Cash,5.0,4.41,2.72,99.0,1,34,1,2.28,52.4,Rainy,Heavy,App,0,0
CAB_10176,2026-09-04 07:49:00,University,Airport,7.97,171.39,7,4,4,1,SUV,Wallet,3.27,3.19,8.31,78.44,2,34,0,1.81,55.71,Rainy,Severe,Call Center,0,1
CAB_10177,2026-06-16 02:36:00,Residential,Market,9.23,195.58,2,16,1,4,Economy,Wallet,4.2,4.18,8.37,99.0,1,29,0,1.67,40.18,Rainy,Moderate,Website,0,1
CAB_10178,2026-02-18 15:08:00,Business District,Downtown,11.03,258.74,15,18,2,1,SUV,Card,4.66,4.13,6.63,74.95,2,33,2,1.37,54.06,Cloudy,Severe,App,0,1
CAB_10179,2026-09-29 09:54:00,Business District,Old Town,12.48,262.83,9,29,1,4,Economy,Wallet,4.15,4.87,1.8,69.16,1,38,1,1.38,30.07,Clear,Low,Partner,0,0
CAB_10180,2025-06-17 06:31:00,Business District,Harbor,2.99,120.0,6,17,1,1,SUV,Wallet,4.24,3.65,4.83,45.0,3,37,0,1.42,33.48,Clear,Severe,App,0,1
CAB_10181,2025-07-26 22:34:00,Downtown,University,2.92,120.0,22,26,5,2,Auto,Card,4.7,4.1,9.89,99.0,0,34,0,1.48,26.99,Cloudy,Heavy,App,1,0
CAB_10182,2024-08-07 09:31:00,University,Residential,11.91,249.51,9,7,2,4,Economy,Cash,4.74,3.51,7.59,92.87,3,31,2,1.29,54.19,Cloudy,Moderate,Partner,0,1
CAB_10183,2024-05-26 15:41:00,Downtown,Airport,13.29,315.27,15,26,6,2,SUV,Cash,5.0,4.24,10.62,50.52,1,38,4,1.0,37.19,Cloudy,Low,App,1,1
CAB_10184,2024-08-07 21:18:00,Airport,Market,7.67,200.39,21,7,2,2,SUV,Wallet,4.14,5.0,9.73,83.47,4,31,1,1.6,24.54,Rainy,Low,Website,0,0
CAB_10185,2024-11-11 00:34:00,Business District,Airport,9.55,211.13,0,11,0,3,Auto,Wallet,4.31,5.0,12.85,99.0,0,32,2,1.0,53.3,Clear,Low,Call Center,0,0
CAB_10186,2024-06-28 20:10:00,University,Business District,11.47,196.29,20,28,4,4,SUV,UPI,4.82,4.12,7.76,65.54,0,36,1,1.79,59.9,Storm,Low,App,0,1
CAB_10187,2026-10-29 09:30:00,Downtown,Business District,8.59,203.22,9,29,3,2,Economy,Wallet,4.97,4.1,3.68,67.58,0,19,0,1.94,36.58,Rainy,Moderate,App,0,0
CAB_10188,2025-08-27 11:48:00,Business District,Harbor,2.81,120.0,11,27,2,3,Economy,UPI,4.28,4.76,3.69,73.98,1,28,0,1.74,24.78,Snow,Low,App,0,0
CAB_10189,2025-02-18 11:05:00,Downtown,Old Town,12.58,272.02,11,18,1,3,Premium,Wallet,4.68,4.78,9.38,99.0,2,31,1,1.6,35.24,Rainy,Low,Partner,0,0
CAB_10190,2026-11-12 09:43:00,Business District,Residential,10.0,209.77,9,12,3,1,Economy,Cash,4.74,4.15,7.11,72.1,0,31,2,1.3,31.56,Cloudy,Moderate,Call Center,0,1
CAB_10191,2026-06-27 02:46:00,University,Residential,13.75,281.07,2,27,5,3,Economy,Card,4.65,3.38,7.2,66.71,1,34,2,1.0,46.29,Cloudy,Low,Website,1,1
CAB_10192,2024-06-05 20:13:00,Residential,University,7.84,120.0,20,5,2,4,Economy,Wallet,4.43,3.51,5.17,89.73,1,32,5,1.25,43.59,Cloudy,Heavy,Partner,0,1
CAB_10193,2024-07-18 21:47:00,Business District,Residential,12.27,270.24,21,18,3,4,Premium,Wallet,3.56,4.31,4.29,53.99,0,34,2,1.9,64.01,Rainy,Heavy,App,0,1
CAB_10194,2025-07-24 22:42:00,Airport,Airport,7.54,169.67,22,24,3,2,Premium,Cash,4.95,5.0,0.5,87.25,1,31,1,1.0,41.29,Cloudy,Moderate,App,0,0
CAB_10195,2026-11-10 02:21:00,Airport,University,8.63,238.7,2,10,1,3,Economy,Cash,4.5,4.49,7.46,79.67,3,41,1,1.0,21.43,Clear,Low,App,0,0
CAB_10196,2026-02-20 14:24:00,Old Town,Downtown,9.53,210.4,14,20,4,4,Economy,UPI,5.0,4.13,6.69,85.51,1,34,0,1.4,64.21,Rainy,Heavy,App,0,1
CAB_10197,2024-09-23 06:10:00,University,Business District,14.78,289.67,6,23,0,3,Auto,UPI,4.4,4.9,3.35,81.3,2,40,2,1.36,65.46,Rainy,Moderate,Website,0,1
CAB_10198,2025-03-29 14:26:00,Residential,Business District,5.01,120.0,14,29,5,1,Economy,Wallet,4.88,4.99,3.07,90.86,2,41,2,1.0,18.31,Cloudy,Low,App,1,0
CAB_10199,2025-06-05 09:41:00,Downtown,Old Town,3.45,120.0,9,5,3,3,Economy,Wallet,4.57,4.29,4.48,64.74,1,34,2,1.84,22.46,Snow,Low,App,0,1
CAB_10200,2026-08-21 09:34:00,Residential,Market,3.34,120.0,9,21,4,4,Economy,Card,4.8,4.97,13.15,99.0,0,24,4,1.14,14.01,Cloudy,Low,Website,0,0
CAB_10201,2026-12-03 06:21:00,Residential,Downtown,6.85,165.71,6,3,3,4,Economy,UPI,4.09,4.95,9.42,72.74,1,38,1,2.17,56.98,Rainy,Heavy,Call Center,0,1
CAB_10202,2026-08-07 11:00:00,Old Town,Residential,6.41,120.0,11,7,4,2,SUV,Card,4.55,4.65,9.32,70.1,1,38,0,1.39,38.92,Storm,Low,App,0,0
CAB_10203,2025-08-09 07:49:00,Old Town,Airport,6.07,175.94,7,9,5,4,Economy,UPI,4.73,4.87,0.5,74.29,1,28,1,2.06,37.6,Rainy,Heavy,App,1,1
CAB_10204,2024-03-07 02:46:00,Downtown,Harbor,4.37,120.0,2,7,3,2,Economy,Card,5.0,4.45,17.37,77.94,1,35,0,1.64,41.33,Rainy,Moderate,Call Center,0,1
CAB_10205,2025-10-20 01:01:00,Downtown,Airport,5.02,120.95,1,20,0,3,Economy,UPI,4.81,4.74,7.43,99.0,0,33,1,1.5,30.42,Rainy,Moderate,App,0,0
CAB_10206,2026-03-03 20:15:00,Old Town,Business District,16.42,375.35,20,3,1,4,SUV,Card,3.41,5.0,2.05,63.89,2,41,0,1.4,51.03,Clear,Heavy,Call Center,0,1
CAB_10207,2025-08-16 12:34:00,Airport,Market,3.52,120.0,12,16,5,2,Auto,Card,4.15,3.65,0.75,74.81,0,39,2,1.0,9.45,Clear,Low,App,1,0
CAB_10208,2024-12-02 06:04:00,Airport,University,1.45,120.0,6,2,0,3,Economy,Wallet,3.54,4.91,4.34,84.31,1,24,1,1.0,13.32,Clear,Low,App,0,0
CAB_10209,2024-02-20 03:53:00,University,Harbor,1.0,120.0,3,20,1,1,Auto,Card,3.43,3.73,6.95,87.07,2,43,0,1.0,6.39,Clear,Low,App,0,0
CAB_10210,2026-02-18 11:04:00,Harbor,University,10.4,246.68,11,18,2,4,Economy,Card,4.67,5.0,0.5,78.66,1,31,2,1.0,21.68,Clear,Low,Partner,0,0
CAB_10211,2026-01-27 05:35:00,Harbor,Downtown,11.71,260.52,5,27,1,3,Economy,Cash,3.75,5.0,9.94,98.49,3,42,0,1.92,67.57,Rainy,Heavy,Website,0,1
CAB_10212,2026-05-17 23:51:00,Airport,Market,1.0,120.0,23,17,6,2,Economy,UPI,4.41,5.0,10.77,99.0,1,31,1,1.0,18.84,Cloudy,Low,App,1,0
CAB_10213,2026-11-02 23:07:00,University,University,15.01,349.21,23,2,0,4,Economy,UPI,4.05,5.0,8.6,72.77,3,31,0,1.52,51.56,Rainy,Moderate,App,0,1
CAB_10214,2025-07-21 01:47:00,Airport,Harbor,7.19,145.6,1,21,0,1,Premium,UPI,4.39,4.14,2.89,99.0,2,33,2,1.85,41.56,Snow,Low,Website,0,0
CAB_10215,2024-10-12 10:06:00,Airport,Old Town,9.46,218.24,10,12,5,4,Economy,UPI,3.63,4.1,9.13,87.11,2,34,1,1.0,42.07,Cloudy,Moderate,Website,1,0
CAB_10216,2024-05-25 04:28:00,Old Town,Harbor,11.15,258.22,4,25,5,3,SUV,UPI,3.92,4.32,9.61,85.39,2,39,0,1.0,57.11,Cloudy,Low,App,1,1
CAB_10217,2026-09-11 14:38:00,Old Town,Downtown,8.81,223.24,14,11,4,1,Economy,Card,4.83,4.66,6.05,76.72,1,32,1,1.0,20.38,Clear,Low,Website,0,0
CAB_10218,2024-10-21 05:36:00,Downtown,Downtown,8.5,199.6,5,21,0,4,Premium,Cash,4.74,4.4,4.91,64.36,2,28,1,1.28,37.03,Clear,Heavy,Call Center,0,1
CAB_10219,2024-01-17 21:39:00,Business District,University,3.81,120.0,21,17,2,3,Auto,Cash,4.34,4.23,9.76,78.04,2,36,2,1.0,19.93,Cloudy,Low,App,0,1
CAB_10220,2024-05-04 17:49:00,Residential,Market,3.49,120.0,17,4,5,3,Premium,Card,5.0,4.78,9.41,91.63,0,32,0,1.16,19.62,Clear,Low,Website,1,0
CAB_10221,2025-04-13 17:05:00,Harbor,University,11.01,224.58,17,13,6,2,Economy,UPI,3.96,4.03,8.56,99.0,0,36,0,2.01,45.2,Rainy,Low,App,1,0
CAB_10222,2026-08-20 07:28:00,University,Residential,12.62,310.48,7,20,3,4,Economy,UPI,4.25,4.63,4.34,79.85,2,36,1,1.0,55.24,Cloudy,Moderate,App,0,1
CAB_10223,2024-07-29 20:41:00,Airport,Downtown,13.05,256.25,20,29,0,3,Premium,Cash,4.37,4.71,9.53,55.1,2,37,1,1.0,33.04,Cloudy,Low,App,0,1
CAB_10224,2026-10-01 15:38:00,Market,Old Town,4.58,125.96,15,1,3,4,Economy,Cash,4.79,4.31,8.41,83.76,1,36,2,1.49,21.52,Rainy,Low,App,0,0
CAB_10225,2024-07-21 09:44:00,Residential,Harbor,11.77,263.52,9,21,6,3,Economy,Card,4.61,4.82,4.29,98.77,0,43,1,1.36,43.64,Clear,Moderate,Website,1,0
CAB_10226,2026-08-18 16:04:00,Business District,Downtown,1.0,120.0,16,18,1,4,Economy,Card,4.75,4.16,6.98,90.81,2,36,0,1.0,13.73,Clear,Low,Call Center,0,0
CAB_10227,2024-01-29 08:31:00,Downtown,Market,5.78,120.0,8,29,0,2,SUV,UPI,4.02,4.08,0.9,74.27,0,37,0,1.14,14.16,Clear,Low,App,0,1
CAB_10228,2025-11-23 16:42:00,Market,Old Town,9.1,225.11,16,23,6,4,Economy,Card,5.0,4.38,0.8,97.21,2,36,1,1.0,35.71,Cloudy,Low,App,1,0
CAB_10229,2024-04-30 14:59:00,University,Business District,8.96,199.24,14,30,1,2,Premium,UPI,5.0,4.97,3.08,76.6,3,35,0,2.06,63.71,Rainy,Heavy,Call Center,0,1
CAB_10230,2024-09-17 21:27:00,Old Town,University,11.28,232.64,21,17,1,2,Premium,UPI,4.34,4.58,7.34,92.68,2,41,0,1.0,40.42,Clear,Low,Website,0,0
CAB_10231,2024-09-23 00:40:00,Harbor,Old Town,9.4,202.72,0,23,0,2,Economy,UPI,4.55,4.08,7.59,67.72,0,31,0,1.0,23.85,Cloudy,Low,Call Center,0,0
CAB_10232,2025-07-05 01:18:00,Old Town,University,10.35,199.8,1,5,5,3,SUV,UPI,4.1,4.86,10.7,89.65,1,39,0,1.18,56.97,Clear,Heavy,App,1,1
CAB_10233,2024-03-06 08:00:00,Airport,University,4.09,120.0,8,6,2,3,Economy,UPI,5.0,4.47,5.09,59.21,1,34,1,2.08,47.17,Rainy,Heavy,Website,0,1
CAB_10234,2025-02-22 14:16:00,Residential,Downtown,7.64,177.78,14,22,5,3,Premium,Card,5.0,4.39,0.5,73.3,1,33,1,1.87,60.1,Storm,Heavy,Website,1,1
CAB_10235,2026-03-07 00:38:00,Market,Harbor,4.97,120.0,0,7,5,3,Economy,Wallet,4.58,4.0,5.5,86.02,2,36,0,2.28,43.87,Rainy,Heavy,Website,1,1
CAB_10236,2024-07-30 14:40:00,Downtown,Harbor,1.0,120.0,14,30,1,3,SUV,Cash,4.2,4.19,4.31,99.0,1,39,0,1.27,17.87,Rainy,Low,Website,0,0
CAB_10237,2025-12-25 03:00:00,Old Town,Airport,12.86,302.77,3,25,3,1,SUV,UPI,4.66,4.04,1.27,64.66,0,33,1,1.47,56.46,Storm,Low,Call Center,0,1
CAB_10238,2025-06-11 00:48:00,Market,Harbor,8.66,212.89,0,11,2,4,Auto,Cash,4.8,4.09,10.46,71.49,0,35,1,1.51,39.57,Storm,Low,Partner,0,1
CAB_10239,2025-03-05 19:58:00,Airport,Old Town,9.95,196.94,19,5,2,3,Auto,Wallet,4.7,4.74,3.67,72.27,0,38,0,1.68,36.91,Rainy,Low,App,0,0
CAB_10240,2025-12-22 11:27:00,Market,Old Town,5.65,149.2,11,22,0,1,SUV,UPI,4.63,3.47,5.74,52.24,1,34,1,1.0,12.36,Clear,Low,App,0,1
CAB_10241,2025-01-02 07:57:00,Airport,University,8.82,202.4,7,2,3,4,SUV,Card,4.8,4.27,2.82,52.42,0,30,0,1.0,35.86,Cloudy,Low,App,0,0
CAB_10242,2025-11-23 08:40:00,University,Airport,15.37,339.58,8,23,6,1,Premium,Cash,4.51,4.08,3.81,79.81,2,29,0,1.68,57.34,Rainy,Moderate,App,1,1
CAB_10243,2025-10-30 15:55:00,Harbor,Airport,7.35,139.42,15,30,3,1,SUV,UPI,4.12,4.52,7.67,95.39,3,32,0,1.83,34.15,Snow,Low,App,0,1
CAB_10244,2025-09-19 19:59:00,Airport,Market,8.16,155.68,19,19,4,1,Premium,Cash,4.13,4.62,7.4,51.91,3,35,2,1.4,57.21,Cloudy,Severe,App,0,1
CAB_10245,2026-03-22 03:29:00,Airport,University,9.92,245.89,3,22,6,1,SUV,Cash,4.51,4.17,8.29,75.31,1,40,1,1.29,49.08,Clear,Heavy,Call Center,1,1
CAB_10246,2025-11-16 00:14:00,Market,Old Town,7.23,176.97,0,16,6,3,SUV,Card,4.07,3.91,5.24,79.82,1,37,3,1.0,28.23,Clear,Low,App,1,0
CAB_10247,2026-03-14 23:17:00,Old Town,Old Town,6.36,177.34,23,14,5,3,Economy,Card,4.2,4.79,6.55,69.67,2,38,4,1.0,29.6,Clear,Moderate,App,1,1
CAB_10248,2024-06-29 01:56:00,Airport,University,8.81,176.06,1,29,5,4,SUV,Cash,4.3,3.53,2.65,94.58,1,27,0,1.0,34.43,Clear,Moderate,Website,1,0
CAB_10249,2024-01-25 08:08:00,University,Market,2.69,120.0,8,25,3,3,Economy,Card,4.86,4.37,0.5,60.8,0,26,1,1.2,27.88,Cloudy,Moderate,Call Center,0,0
CAB_10250,2025-03-09 07:06:00,Airport,Residential,1.82,120.0,7,9,6,2,Auto,Wallet,4.02,4.63,5.81,72.85,1,30,2,1.0,22.95,Clear,Low,App,1,0
CAB_10251,2026-11-11 06:17:00,Harbor,Market,12.64,280.67,6,11,2,3,SUV,Cash,4.22,4.29,7.4,79.04,0,35,1,1.69,46.1,Rainy,Low,Website,0,0
CAB_10252,2024-06-18 00:42:00,Market,University,10.73,233.46,0,18,1,3,Economy,Card,4.66,5.0,0.5,79.66,2,33,2,1.22,47.55,Cloudy,Heavy,App,0,1
CAB_10253,2026-08-13 07:22:00,Downtown,Airport,13.29,312.14,7,13,3,4,Premium,Card,4.53,4.21,5.78,99.0,1,42,0,1.45,37.53,Rainy,Low,App,0,0
CAB_10254,2025-08-19 15:38:00,University,Residential,9.9,230.14,15,19,1,3,SUV,Card,5.0,3.38,0.62,87.41,1,33,0,1.34,46.24,Clear,Heavy,App,0,0
CAB_10255,2024-01-06 20:37:00,Downtown,Airport,8.36,247.75,20,6,5,4,SUV,Wallet,4.35,3.74,3.42,76.8,1,29,3,1.73,53.35,Rainy,Low,App,1,1
CAB_10256,2025-11-08 04:24:00,Harbor,Old Town,12.66,271.78,4,8,5,3,Economy,Wallet,4.4,3.56,1.0,83.22,2,34,1,1.0,33.45,Clear,Moderate,App,1,0
CAB_10257,2026-07-19 17:10:00,Airport,Harbor,18.57,444.25,17,19,6,4,SUV,UPI,4.34,4.11,9.17,88.82,1,37,0,1.9,56.96,Rainy,Low,App,1,1
CAB_10258,2026-10-07 10:14:00,University,Harbor,11.8,231.7,10,7,2,4,Economy,Card,4.11,4.47,3.71,79.73,2,29,0,1.26,51.85,Storm,Moderate,App,0,0
CAB_10259,2025-12-03 21:17:00,Residential,Downtown,10.6,267.74,21,3,2,2,Auto,Wallet,5.0,4.82,10.45,55.2,0,31,1,1.0,44.02,Clear,Low,Website,0,0
CAB_10260,2024-11-15 23:18:00,Market,Market,5.63,155.86,23,15,4,2,Economy,Wallet,4.58,4.7,6.39,66.65,2,33,2,1.4,29.14,Clear,Heavy,App,0,1
CAB_10261,2026-09-03 10:33:00,Market,Business District,4.47,120.0,10,3,3,3,Premium,UPI,4.7,3.77,1.9,87.98,1,33,1,1.71,54.94,Storm,Heavy,Website,0,1
CAB_10262,2024-03-01 11:15:00,Market,Residential,12.87,290.73,11,1,4,4,Economy,Card,4.79,3.96,2.54,80.21,2,32,3,1.38,51.28,Rainy,Low,App,0,1
CAB_10263,2026-05-04 03:15:00,University,Old Town,4.09,120.0,3,4,0,3,Economy,Wallet,4.7,4.34,3.71,76.27,1,42,1,1.0,31.8,Clear,Moderate,Website,0,0
CAB_10264,2026-02-17 05:46:00,Airport,Harbor,5.55,120.0,5,17,1,4,SUV,Wallet,5.0,3.58,2.51,99.0,0,36,0,1.26,26.92,Storm,Low,Website,0,1
CAB_10265,2025-08-20 06:25:00,University,Residential,4.7,120.0,6,20,2,4,Premium,UPI,4.49,4.31,3.75,98.56,1,24,1,1.0,31.19,Cloudy,Low,App,0,0
CAB_10266,2024-12-12 02:07:00,Airport,University,2.61,120.0,2,12,3,1,Economy,Card,4.12,4.66,5.31,71.5,1,27,0,1.0,11.11,Clear,Low,App,0,0
CAB_10267,2024-12-30 18:14:00,Airport,Harbor,14.39,318.81,18,30,0,2,Economy,UPI,4.41,5.0,2.3,66.82,2,39,0,1.91,51.54,Snow,Low,Call Center,0,1
CAB_10268,2026-04-17 09:32:00,Old Town,Downtown,11.83,241.92,9,17,4,2,Economy,Card,3.45,4.28,5.99,99.0,1,42,1,1.75,57.63,Snow,Heavy,App,0,1
CAB_10269,2025-04-10 03:54:00,University,Business District,12.46,294.69,3,10,3,4,Economy,Cash,4.0,4.74,3.96,76.89,2,30,1,1.25,41.48,Storm,Low,Website,0,1
CAB_10270,2024-10-09 23:05:00,Business District,Old Town,11.43,212.13,23,9,2,3,Auto,UPI,4.72,4.69,4.38,70.22,2,38,1,1.18,51.49,Cloudy,Heavy,Partner,0,1
CAB_10271,2024-08-09 00:05:00,Business District,Business District,3.31,120.0,0,9,4,3,Economy,UPI,4.63,4.83,7.11,49.82,2,36,0,1.94,35.85,Storm,Heavy,Call Center,0,1
CAB_10272,2026-05-11 07:35:00,Harbor,Market,10.81,220.79,7,11,0,4,SUV,Card,3.95,3.62,8.46,93.56,3,56,1,1.38,34.13,Storm,Low,Partner,0,1
CAB_10273,2025-01-24 21:20:00,Airport,Harbor,5.63,130.87,21,24,4,2,Premium,Cash,4.71,4.11,4.63,70.48,0,35,1,1.0,26.89,Clear,Low,App,0,1
CAB_10274,2025-09-12 13:50:00,Harbor,Downtown,9.25,210.39,13,12,4,1,Premium,UPI,3.93,3.88,7.2,94.05,0,36,2,1.65,33.57,Rainy,Low,Website,0,1
CAB_10275,2025-08-17 23:30:00,Airport,Residential,6.6,120.0,23,17,6,2,SUV,Card,4.43,4.18,3.55,88.14,1,38,0,1.0,38.66,Cloudy,Low,App,1,0
CAB_10276,2024-07-24 23:17:00,Business District,Downtown,10.83,206.92,23,24,2,4,Auto,Card,4.43,4.14,6.81,99.0,3,35,1,1.0,36.01,Cloudy,Low,App,0,1
CAB_10277,2025-08-06 03:36:00,Old Town,Residential,15.42,349.05,3,6,2,4,SUV,Cash,5.0,4.03,5.85,75.89,1,32,1,1.5,53.66,Rainy,Low,Call Center,0,1
CAB_10278,2026-01-26 12:35:00,Downtown,University,3.84,120.0,12,26,0,1,Premium,Wallet,5.0,4.48,5.8,61.77,3,35,0,1.15,54.02,Cloudy,Severe,App,0,1
CAB_10279,2026-11-25 10:08:00,Harbor,Airport,11.62,263.39,10,25,2,4,Economy,UPI,4.0,4.7,6.78,84.02,1,33,0,1.0,34.99,Cloudy,Low,App,0,0
CAB_10280,2025-06-29 12:10:00,Old Town,Market,3.3,132.38,12,29,6,1,Economy,Cash,3.38,5.0,2.82,88.29,0,30,2,1.0,13.54,Cloudy,Low,App,1,0
CAB_10281,2024-06-26 09:39:00,Old Town,Business District,11.17,273.19,9,26,2,2,SUV,UPI,3.82,3.4,8.19,77.66,0,30,1,2.01,53.58,Storm,Moderate,App,0,1
CAB_10282,2024-05-30 11:27:00,Airport,University,8.57,193.16,11,30,3,3,SUV,Cash,5.0,4.15,1.94,89.62,0,25,1,1.72,52.1,Rainy,Heavy,App,0,1
CAB_10283,2026-01-01 11:25:00,Downtown,Old Town,3.15,120.0,11,1,3,2,Economy,Card,4.71,4.1,8.89,71.56,2,42,2,1.0,12.49,Clear,Moderate,App,0,0
CAB_10284,2025-02-15 20:53:00,Old Town,University,13.96,296.08,20,15,5,4,Premium,Wallet,4.52,4.44,1.99,89.6,0,31,2,1.0,36.1,Clear,Low,Website,1,0
CAB_10285,2026-05-17 06:31:00,Business District,Market,20.65,461.69,6,17,6,2,SUV,Card,4.79,4.34,6.84,99.0,1,29,1,1.62,79.81,Snow,Moderate,Website,1,1
CAB_10286,2024-06-11 10:53:00,Market,Harbor,9.25,205.65,10,11,1,3,Economy,Card,5.0,4.41,3.63,99.0,3,28,2,1.55,64.46,Rainy,Heavy,Website,0,1
CAB_10287,2024-11-04 22:50:00,Market,Old Town,8.64,187.3,22,4,0,1,SUV,Wallet,4.92,5.0,3.19,99.0,1,38,1,1.0,16.82,Clear,Low,App,0,0
CAB_10288,2025-05-30 18:53:00,University,Downtown,15.61,352.51,18,30,4,2,Economy,Cash,3.59,4.73,0.5,94.51,2,34,3,1.26,50.87,Clear,Low,Call Center,0,1
CAB_10289,2026-02-16 23:16:00,Residential,Market,9.74,192.61,23,16,0,1,SUV,Wallet,5.0,4.69,10.53,99.0,2,41,0,1.28,58.73,Clear,Severe,Website,0,0
CAB_10290,2026-10-01 10:01:00,Harbor,Airport,10.49,239.43,10,1,3,4,Premium,UPI,4.93,3.87,3.51,88.73,2,35,5,1.0,46.04,Cloudy,Low,App,0,0
CAB_10291,2026-06-08 06:48:00,Airport,Market,12.09,263.58,6,8,0,3,Economy,Cash,4.7,5.0,6.78,88.88,3,43,1,1.0,46.22,Cloudy,Low,Partner,0,0
CAB_10292,2026-05-23 02:25:00,Downtown,Old Town,9.22,227.05,2,23,5,2,SUV,Card,4.75,3.98,9.53,73.38,0,35,3,1.38,58.83,Cloudy,Heavy,App,1,1
CAB_10293,2024-04-15 02:58:00,Harbor,Harbor,6.51,153.52,2,15,0,3,Economy,Cash,5.0,3.99,6.01,94.28,3,34,1,1.0,5.56,Clear,Low,App,0,0
CAB_10294,2025-04-03 07:04:00,Market,Residential,9.9,252.99,7,3,3,4,Premium,Card,4.62,4.19,4.01,92.93,1,32,0,1.71,45.82,Snow,Low,App,0,1
CAB_10295,2025-09-18 20:36:00,Harbor,Harbor,3.94,120.0,20,18,3,1,Auto,Card,4.35,3.33,2.83,92.61,1,41,0,1.61,37.49,Snow,Moderate,App,0,1
CAB_10296,2026-04-02 03:55:00,Airport,Harbor,12.51,275.72,3,2,3,3,SUV,Cash,5.0,4.33,11.09,77.97,1,37,1,1.0,31.19,Clear,Low,Partner,0,1
CAB_10297,2026-10-04 19:20:00,Downtown,Residential,19.44,391.86,19,4,6,3,SUV,Card,4.45,3.79,5.15,89.89,3,35,1,1.63,88.71,Clear,Severe,App,1,1
CAB_10298,2026-06-27 21:42:00,Downtown,Residential,10.89,268.83,21,27,5,2,Economy,Card,4.53,4.76,3.92,99.0,2,33,3,1.0,41.6,Cloudy,Low,Website,1,0
